body_type,sex,diet,shower_freq,heat_energy_source,transport,vehicle_type,social,monthly_grocery_bill,air_travel_freq,vehicle_km,waste_bag_size,waste_bag_count,tv_daily_time,monthly_clothes,internet_daily_time,energy_eff,recycling,cooking_with,CarbonEmission
overweight,female,pescatarian,more frequently,natural gas,walk/bicycle,,often,191,never,45,small,5,1.685563151,21,13.76012623,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1043
normal,male,pescatarian,more frequently,natural gas,private,lpg,sometimes,52,very frequently,5848,small,7,9.986744808,17,15.59047871,Yes,"['Plastic', 'Metal']",['Microwave'],4281
underweight,female,vegetarian,daily,natural gas,walk/bicycle,,often,284,frequently,87,small,1,12.32729484,2,15.53851076,No,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",1478
obese,male,pescatarian,twice a day,wood,private,lpg,sometimes,139,frequently,5750,medium,5,8.561053271,34,19.56845955,Yes,['Glass'],['Stove'],4328
normal,female,vegan,more frequently,electricity,public,,never,281,rarely,521,extra large,6,0.8660666,40,23.23023218,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1876
underweight,male,vegan,twice a day,wood,private,diesel,often,106,never,6188,large,5,11.29739177,14,1.659939383,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2680
overweight,male,omnivore,less frequently,electricity,walk/bicycle,,never,281,frequently,51,medium,5,8.002280612,2,11.61853361,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1697
overweight,male,vegan,twice a day,wood,walk/bicycle,,sometimes,132,never,58,large,2,9.900959,4,3.467893167,Sometimes,['Metal'],"['Stove', 'Microwave']",974
obese,female,omnivore,daily,electricity,public,,never,240,never,126,large,1,6.809631743,35,20.17147087,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1148
normal,female,omnivore,more frequently,coal,private,diesel,never,181,very frequently,5501,large,1,23.37344619,10,1.68908094,Yes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",3357
overweight,female,vegan,more frequently,wood,walk/bicycle,,often,64,frequently,64,medium,3,8.995446878,15,22.1309106,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1493
normal,male,pescatarian,less frequently,electricity,walk/bicycle,,often,272,never,46,small,2,17.35310024,11,4.133325633,No,['Paper'],['Stove'],1043
underweight,female,omnivore,less frequently,natural gas,walk/bicycle,,sometimes,260,frequently,10,large,4,23.96442191,22,2.083888307,Yes,[],['Stove'],1867
overweight,male,pescatarian,less frequently,wood,private,electric,sometimes,74,very frequently,1744,medium,3,4.205810528,35,0.782603449,Sometimes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",3062
obese,male,pescatarian,less frequently,wood,public,,never,102,rarely,884,extra large,5,14.29813853,0,10.16484983,Sometimes,"['Paper', 'Plastic', 'Metal']",['Stove'],1537
normal,female,vegetarian,less frequently,natural gas,walk/bicycle,,often,113,never,36,small,5,22.69853499,18,10.58497683,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",999
underweight,female,pescatarian,daily,wood,public,,sometimes,202,very frequently,1292,extra large,3,9.846389038,19,0.080779098,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],2013
normal,female,omnivore,more frequently,coal,public,,often,139,rarely,577,small,5,3.740268639,31,8.125333339,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1685
normal,female,omnivore,daily,wood,walk/bicycle,,never,188,frequently,83,medium,2,18.62858858,32,3.282938898,Sometimes,"['Paper', 'Plastic']",['Microwave'],1665
underweight,female,vegetarian,twice a day,wood,walk/bicycle,,sometimes,182,very frequently,62,large,7,14.40346928,35,16.75043565,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2588
underweight,female,vegan,daily,electricity,walk/bicycle,,never,153,never,91,small,4,9.829727266,28,9.002379536,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",657
obese,male,pescatarian,daily,electricity,private,electric,sometimes,121,frequently,6403,medium,7,19.48149775,1,6.659523094,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1696
underweight,female,vegan,twice a day,electricity,walk/bicycle,,never,81,frequently,8,medium,5,7.951201113,24,6.810381131,No,"['Paper', 'Glass']","['Stove', 'Microwave']",1363
obese,female,vegetarian,twice a day,electricity,walk/bicycle,,never,167,rarely,72,medium,7,12.97875675,3,18.627673,No,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1135
normal,female,vegan,daily,natural gas,public,,never,181,rarely,507,large,7,4.396470947,23,18.81236885,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1442
obese,female,vegan,less frequently,electricity,public,,never,147,very frequently,220,large,3,15.15868871,10,21.59056022,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2103
overweight,male,pescatarian,more frequently,natural gas,private,lpg,never,64,frequently,3178,large,4,9.342096825,16,2.671134621,Yes,"['Glass', 'Metal']",['Stove'],2912
overweight,female,pescatarian,twice a day,wood,private,hybrid,never,168,never,4845,small,5,9.900124916,23,10.09652343,No,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2220
obese,female,pescatarian,twice a day,electricity,public,,often,73,frequently,1363,medium,2,7.780711467,24,8.380214943,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",1907
underweight,female,omnivore,twice a day,coal,walk/bicycle,,sometimes,70,rarely,14,extra large,4,15.6197681,18,11.08277048,Yes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1546
underweight,female,vegan,twice a day,electricity,public,,sometimes,286,very frequently,942,small,4,17.77232465,48,3.866802969,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2264
underweight,female,vegetarian,less frequently,coal,private,hybrid,sometimes,106,very frequently,3894,small,4,20.10775738,10,1.081044472,No,['Paper'],"['Oven', 'Microwave']",2619
normal,female,vegetarian,less frequently,electricity,walk/bicycle,,never,140,never,70,small,5,5.513649219,41,13.19844981,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",846
obese,female,vegetarian,daily,electricity,private,hybrid,sometimes,250,never,1277,medium,7,16.23531175,28,16.63704949,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1310
underweight,female,pescatarian,more frequently,coal,private,diesel,sometimes,109,very frequently,6122,medium,5,0.744629828,16,9.020444911,No,['Glass'],"['Oven', 'Microwave']",3769
normal,female,vegan,less frequently,coal,private,diesel,sometimes,220,rarely,8192,small,4,16.55568545,10,15.70929926,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2774
normal,female,pescatarian,more frequently,electricity,private,hybrid,sometimes,128,rarely,7242,medium,2,8.350283445,5,17.36355015,Sometimes,['Plastic'],['Oven'],1758
underweight,male,vegan,more frequently,natural gas,walk/bicycle,,sometimes,238,frequently,62,small,3,8.439856703,25,5.349795119,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1694
obese,male,vegan,less frequently,electricity,walk/bicycle,,sometimes,183,very frequently,71,large,4,20.80477515,39,0.801035882,Yes,"['Paper', 'Plastic']",[],3181
normal,male,omnivore,less frequently,electricity,public,,sometimes,128,frequently,1576,small,1,23.3845612,4,17.69673108,No,"['Paper', 'Glass', 'Metal']",['Oven'],1074
overweight,female,omnivore,daily,wood,private,lpg,often,271,frequently,7899,small,2,21.63177464,17,4.582905081,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",3888
obese,male,vegan,twice a day,natural gas,walk/bicycle,,often,133,frequently,20,small,2,16.28379998,16,17.92334104,Yes,"['Glass', 'Metal']",[],1763
underweight,female,vegan,less frequently,electricity,public,,sometimes,204,never,1634,extra large,6,22.7950022,20,20.84238178,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1092
underweight,female,omnivore,more frequently,wood,private,electric,sometimes,258,frequently,5074,medium,7,21.91222837,37,0.262224857,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1915
normal,male,vegetarian,daily,natural gas,public,,sometimes,108,never,780,extra large,2,7.157905614,30,1.132701746,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1256
obese,male,vegetarian,more frequently,wood,public,,often,144,rarely,149,small,6,18.96374979,49,22.686294,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",2087
normal,female,vegan,twice a day,electricity,walk/bicycle,,never,284,rarely,35,small,1,23.6041117,27,19.43499698,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",998
normal,male,pescatarian,daily,natural gas,walk/bicycle,,never,109,very frequently,84,extra large,4,14.69511178,4,13.61853512,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2600
underweight,female,omnivore,more frequently,electricity,public,,never,128,rarely,375,medium,4,16.29976763,15,21.14988988,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",965
underweight,male,vegan,twice a day,natural gas,private,hybrid,sometimes,61,rarely,4861,extra large,7,23.80490739,0,15.34794843,No,"['Paper', 'Glass']",['Stove'],2221
overweight,male,pescatarian,more frequently,wood,walk/bicycle,,sometimes,179,never,75,extra large,6,3.967382369,49,21.91186519,Yes,['Metal'],"['Oven', 'Microwave']",2231
underweight,male,omnivore,more frequently,wood,public,,often,275,rarely,404,medium,2,9.851153482,30,13.37842018,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1674
underweight,male,omnivore,twice a day,electricity,walk/bicycle,,often,118,rarely,44,extra large,1,17.521758,19,9.215735017,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1111
overweight,female,vegetarian,daily,wood,private,lpg,often,208,very frequently,7731,large,7,3.124347681,50,14.25513666,Yes,[],"['Stove', 'Oven']",5541
overweight,male,pescatarian,daily,wood,walk/bicycle,,sometimes,279,rarely,85,small,2,18.90015335,20,8.612237111,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1466
overweight,male,pescatarian,daily,natural gas,public,,sometimes,83,never,1080,medium,3,21.56635405,1,21.55751495,Yes,['Paper'],"['Oven', 'Microwave']",1048
underweight,male,vegetarian,daily,electricity,walk/bicycle,,never,151,never,3,small,4,17.81738896,26,15.44549098,Yes,['Paper'],['Stove'],769
normal,male,vegetarian,twice a day,coal,walk/bicycle,,never,278,rarely,17,small,6,11.70891097,40,5.471227378,No,[],['Oven'],2167
normal,male,vegetarian,daily,electricity,walk/bicycle,,often,215,rarely,14,extra large,5,7.518285893,45,18.71023008,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2114
underweight,male,omnivore,more frequently,wood,public,,often,93,rarely,1081,extra large,6,8.727744719,2,21.93722074,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1563
underweight,female,pescatarian,less frequently,natural gas,public,,often,270,never,1319,extra large,3,6.873968504,20,9.687015786,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1367
overweight,female,pescatarian,twice a day,natural gas,private,diesel,sometimes,173,frequently,7069,small,5,19.5063136,44,17.79469299,Sometimes,['Paper'],[],3698
obese,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,210,frequently,84,extra large,5,15.05384376,36,20.86703484,Yes,['Glass'],"['Stove', 'Oven']",2491
overweight,male,vegetarian,more frequently,natural gas,private,electric,sometimes,141,frequently,5375,extra large,3,8.649951619,35,17.80926848,Yes,"['Paper', 'Plastic']",['Microwave'],2285
underweight,male,pescatarian,less frequently,electricity,public,,often,249,very frequently,363,large,1,22.01829871,23,11.52805089,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2084
normal,female,vegetarian,more frequently,coal,private,diesel,never,139,rarely,8425,small,4,6.30893659,15,1.051505359,No,"['Plastic', 'Metal']",['Microwave'],3277
underweight,male,pescatarian,daily,wood,walk/bicycle,,sometimes,222,rarely,42,extra large,2,23.74974156,36,23.05379936,Yes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",1647
underweight,female,vegetarian,more frequently,wood,walk/bicycle,,often,91,rarely,55,medium,2,2.365450307,8,0.70615398,Sometimes,"['Paper', 'Plastic']",[],1036
underweight,male,omnivore,less frequently,natural gas,walk/bicycle,,never,144,rarely,87,medium,1,13.10348818,34,11.96570049,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1084
normal,male,vegetarian,more frequently,wood,public,,sometimes,229,rarely,401,large,1,12.0972173,36,10.4999461,No,['Paper'],"['Stove', 'Microwave']",1756
underweight,female,vegetarian,twice a day,wood,walk/bicycle,,never,238,very frequently,98,large,3,4.996121555,48,11.85551205,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2345
overweight,male,pescatarian,daily,wood,walk/bicycle,,often,277,never,98,extra large,5,5.203303235,30,5.55076234,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1986
normal,female,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,129,frequently,82,small,7,21.69905552,34,16.70179237,Sometimes,[],"['Grill', 'Airfryer']",1993
overweight,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,293,frequently,14,extra large,2,16.91196219,41,19.92428545,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2158
underweight,male,vegan,daily,coal,walk/bicycle,,often,263,frequently,14,small,1,2.00035038,9,18.29865446,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1692
obese,male,omnivore,daily,coal,walk/bicycle,,never,62,frequently,29,medium,3,11.50649643,30,1.54503965,No,['Glass'],"['Oven', 'Microwave']",2676
underweight,male,vegetarian,daily,wood,private,diesel,sometimes,146,frequently,1851,extra large,5,5.031014154,38,11.04959974,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2765
underweight,male,vegetarian,more frequently,electricity,public,,sometimes,212,rarely,225,small,2,23.94977684,50,21.0715766,Yes,['Paper'],"['Stove', 'Oven']",1469
underweight,female,vegan,more frequently,coal,public,,sometimes,274,rarely,1651,extra large,3,2.797337531,2,23.21809564,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",1348
obese,male,pescatarian,less frequently,coal,walk/bicycle,,often,215,very frequently,47,large,6,12.57948241,49,22.0531545,Yes,"['Paper', 'Metal']",['Microwave'],4191
obese,female,omnivore,daily,wood,walk/bicycle,,never,89,never,9,small,7,6.141584028,26,1.902986533,Sometimes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",1359
overweight,male,pescatarian,daily,electricity,walk/bicycle,,often,54,never,69,small,5,17.79319347,17,15.01528092,Sometimes,['Paper'],['Microwave'],1026
underweight,male,vegan,twice a day,electricity,private,diesel,never,124,frequently,5746,small,7,16.37562672,17,14.68884374,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2809
normal,male,omnivore,less frequently,coal,private,lpg,never,70,frequently,8498,small,3,4.504294788,11,22.50733901,Yes,[],"['Stove', 'Grill', 'Airfryer']",4010
overweight,male,pescatarian,daily,natural gas,walk/bicycle,,never,218,rarely,71,medium,1,8.280615226,5,22.07410847,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1319
underweight,female,vegetarian,daily,electricity,public,,sometimes,241,frequently,1157,medium,5,11.24531303,41,13.15022141,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],1573
normal,male,vegan,daily,wood,walk/bicycle,,never,151,frequently,87,extra large,7,4.182323431,21,13.43871938,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2397
overweight,female,pescatarian,less frequently,natural gas,public,,never,165,frequently,603,extra large,4,3.439969812,37,10.82227468,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2235
obese,female,vegan,less frequently,electricity,private,lpg,sometimes,223,never,2472,extra large,1,13.66861964,19,0.481826433,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",1498
normal,male,vegan,more frequently,wood,public,,sometimes,200,very frequently,105,small,5,2.409849791,16,22.93742111,Sometimes,['Glass'],"['Oven', 'Microwave']",2525
overweight,male,vegan,twice a day,coal,private,hybrid,often,237,frequently,8048,small,4,7.915231246,9,9.469126172,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",3440
overweight,female,omnivore,daily,coal,private,lpg,often,118,frequently,9984,extra large,3,1.421511237,28,6.373162049,No,"['Plastic', 'Glass', 'Metal']",[],5254
overweight,female,pescatarian,daily,wood,walk/bicycle,,often,116,very frequently,57,large,4,11.44623387,15,0.935300626,Yes,"['Plastic', 'Metal']",['Stove'],2589
overweight,male,pescatarian,more frequently,electricity,public,,sometimes,234,very frequently,1262,extra large,3,23.98104795,10,18.99548074,No,"['Paper', 'Metal']",[],2438
normal,male,vegan,daily,natural gas,public,,often,100,frequently,1759,small,6,22.66814871,39,7.031493492,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",2113
normal,male,pescatarian,more frequently,coal,public,,often,56,frequently,1832,large,6,6.240011395,2,21.76667367,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],2177
underweight,male,pescatarian,more frequently,natural gas,private,petrol,sometimes,224,rarely,6150,extra large,5,9.05601605,33,15.59909985,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",4105
obese,female,pescatarian,more frequently,coal,walk/bicycle,,often,186,frequently,52,medium,2,3.79742588,21,8.951155527,Sometimes,"['Paper', 'Plastic', 'Metal']",['Stove'],2016
normal,male,omnivore,twice a day,wood,public,,never,102,never,1975,medium,6,20.10853049,39,1.950713983,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1630
underweight,female,vegan,daily,coal,private,hybrid,never,123,never,9480,large,7,18.7251,30,6.67181831,Sometimes,"['Paper', 'Plastic']",['Oven'],2768
obese,male,omnivore,twice a day,natural gas,private,electric,never,79,frequently,7960,extra large,1,7.561536049,29,20.91498932,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1989
underweight,female,vegetarian,more frequently,wood,public,,sometimes,266,frequently,1936,large,4,1.1234792,38,1.165045633,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2190
overweight,male,vegan,twice a day,electricity,walk/bicycle,,often,162,never,66,extra large,1,2.740905695,43,5.405267457,No,['Metal'],"['Stove', 'Oven', 'Microwave']",1585
underweight,female,pescatarian,twice a day,electricity,walk/bicycle,,never,296,frequently,95,medium,5,20.37380105,17,21.92155215,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1335
normal,female,pescatarian,twice a day,coal,walk/bicycle,,often,207,rarely,75,large,7,21.71011335,46,0.135941702,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",2473
normal,female,omnivore,more frequently,natural gas,walk/bicycle,,never,154,frequently,45,small,2,18.0466462,38,13.20832906,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1807
normal,male,omnivore,more frequently,electricity,walk/bicycle,,often,186,frequently,96,small,6,12.87519205,42,13.89213561,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2461
normal,male,vegan,less frequently,electricity,public,,often,248,frequently,20,small,2,17.32705602,47,4.110080087,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],1721
overweight,male,vegan,twice a day,natural gas,public,,never,148,never,477,extra large,5,23.42421034,5,4.615368697,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1377
underweight,female,vegan,daily,wood,walk/bicycle,,never,265,very frequently,71,small,5,5.944656477,15,14.670183,Sometimes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2007
normal,female,omnivore,less frequently,natural gas,public,,sometimes,224,never,323,large,1,8.371613202,7,9.367134796,Sometimes,"['Glass', 'Metal']",['Stove'],817
overweight,male,vegetarian,more frequently,coal,private,electric,never,270,very frequently,8677,large,1,19.43997289,42,23.21527464,Yes,"['Paper', 'Glass']",['Microwave'],3116
obese,male,vegetarian,more frequently,natural gas,private,lpg,sometimes,93,never,4020,large,6,4.386337459,48,14.32684919,No,"['Glass', 'Metal']","['Stove', 'Oven']",3582
obese,male,vegetarian,twice a day,natural gas,public,,sometimes,218,rarely,1265,small,1,7.759928278,19,3.706457675,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1626
normal,female,vegan,daily,wood,walk/bicycle,,sometimes,264,frequently,99,large,5,14.36013606,36,1.08149108,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1918
normal,female,vegan,twice a day,electricity,public,,never,297,rarely,705,large,6,6.14735752,34,0.659954143,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1690
underweight,male,omnivore,twice a day,natural gas,public,,sometimes,292,frequently,1861,medium,3,16.84339782,14,12.8377402,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1887
overweight,male,vegan,twice a day,coal,walk/bicycle,,sometimes,170,very frequently,54,extra large,5,21.89744757,35,17.12043615,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",3722
underweight,male,omnivore,twice a day,wood,walk/bicycle,,often,228,frequently,88,medium,6,2.860063569,43,3.203356069,Sometimes,[],"['Grill', 'Airfryer']",2827
obese,male,vegan,more frequently,wood,public,,often,131,frequently,1032,large,6,16.6066072,25,16.00899969,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2487
underweight,male,pescatarian,less frequently,electricity,private,electric,often,59,never,7192,extra large,2,12.27963195,36,2.794467877,Yes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1194
underweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,never,252,frequently,39,small,2,21.55416683,35,18.0087705,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",1727
overweight,female,vegan,twice a day,coal,public,,often,59,rarely,711,extra large,3,10.60959085,37,5.496384301,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1706
obese,male,omnivore,daily,wood,private,hybrid,never,69,very frequently,6761,small,6,13.67883265,47,12.42389337,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",4352
normal,female,pescatarian,daily,coal,walk/bicycle,,often,179,frequently,29,small,5,1.317892198,4,14.82946439,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",1643
obese,female,vegan,daily,coal,public,,often,230,very frequently,112,extra large,1,8.763651756,2,0.189569265,Sometimes,"['Paper', 'Plastic', 'Glass']",['Oven'],2666
normal,male,omnivore,more frequently,natural gas,public,,often,290,rarely,836,small,4,23.05929949,17,10.49370002,No,['Glass'],"['Grill', 'Airfryer']",1797
underweight,male,vegetarian,twice a day,coal,walk/bicycle,,often,248,very frequently,75,medium,5,3.12281892,20,15.50409252,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2736
overweight,male,vegan,less frequently,wood,walk/bicycle,,often,284,never,42,extra large,6,14.34676803,10,18.5738764,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1855
obese,male,vegan,less frequently,natural gas,private,hybrid,never,272,never,160,extra large,6,15.92459698,1,8.689491367,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1775
overweight,female,pescatarian,twice a day,natural gas,public,,often,170,never,306,small,7,5.175120678,33,12.31068536,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1323
obese,male,vegetarian,twice a day,coal,public,,never,67,very frequently,1447,small,2,15.07519709,12,1.473711357,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2768
normal,female,omnivore,less frequently,natural gas,private,petrol,often,155,frequently,5305,small,3,23.24541652,48,8.265376483,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3511
overweight,female,pescatarian,twice a day,electricity,private,electric,sometimes,231,frequently,3335,extra large,7,10.95936647,15,14.61228879,Yes,['Plastic'],['Microwave'],2230
obese,female,vegetarian,twice a day,natural gas,walk/bicycle,,sometimes,149,very frequently,86,medium,6,14.49158428,34,22.28910995,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2656
normal,female,pescatarian,daily,electricity,private,hybrid,never,232,rarely,8700,medium,1,23.73727162,37,12.94419521,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2472
normal,female,vegetarian,twice a day,wood,walk/bicycle,,often,268,rarely,68,large,2,18.04059412,9,6.17030796,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1061
underweight,female,pescatarian,more frequently,electricity,private,diesel,never,55,frequently,1579,large,7,7.06546129,49,23.52211036,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",2400
obese,female,vegetarian,twice a day,electricity,walk/bicycle,,never,182,never,99,extra large,6,13.89814624,4,4.818691195,Sometimes,['Plastic'],['Microwave'],1436
overweight,female,omnivore,daily,electricity,walk/bicycle,,sometimes,136,rarely,38,small,7,15.38969434,30,18.41513615,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1458
normal,male,vegan,more frequently,electricity,private,petrol,sometimes,182,rarely,7526,medium,2,2.538776283,3,21.33595338,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3540
overweight,female,vegetarian,twice a day,coal,walk/bicycle,,never,240,rarely,24,small,4,23.73362984,16,22.09977676,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1085
overweight,female,omnivore,more frequently,natural gas,public,,never,122,very frequently,547,medium,1,0.140223605,0,17.75172887,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1724
normal,male,vegan,twice a day,natural gas,walk/bicycle,,often,59,very frequently,32,small,3,15.78198968,44,0.73136839,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",2780
overweight,female,vegan,daily,wood,public,,never,251,never,1799,medium,6,12.17275127,50,18.00882964,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1725
overweight,male,omnivore,less frequently,coal,private,hybrid,often,266,rarely,7914,large,7,3.051104317,11,1.688121545,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3992
overweight,female,vegetarian,less frequently,wood,walk/bicycle,,sometimes,279,rarely,7,small,7,4.255178765,42,13.30401228,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",1635
normal,female,pescatarian,less frequently,natural gas,public,,often,67,never,1539,extra large,2,10.11363722,26,7.422196755,Sometimes,"['Paper', 'Plastic']",[],1116
overweight,female,omnivore,twice a day,wood,walk/bicycle,,never,92,very frequently,17,extra large,3,2.562394313,11,6.141351136,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2400
