body_type,sex,diet,shower_freq,heat_energy_source,transport,social,monthly_grocery_bill,air_travel_freq,vehicle_km,waste_bag_size,waste_bag_count,tv_daily_time,monthly_clothes,internet_daily_time,energy_eff,recycling,cooking_with,CE
2,1,1,0,0,0,1,291,1,8414,2,6,16.43888528,11,23.94484506,1,14,2,8.434463543817241
2,1,0,3,1,0,2,137,1,1520,1,4,15.19379361,49,0.042531813,1,13,8,7.659642954564682
2,0,3,3,1,0,0,217,0,7446,0,6,11.57799948,1,20.10278114,2,4,9,7.9561263512135
3,1,2,1,2,2,1,244,3,63,0,7,20.17146888,1,21.04563826,1,11,14,7.951207156472972
3,1,2,0,0,1,2,191,0,311,0,1,21.8814626,28,9.974368276,2,15,15,7.623153068476902
3,0,1,3,2,0,0,70,3,4938,3,1,2.861550014,31,7.391032716,0,15,15,8.043020885298283
1,0,2,2,0,0,2,105,1,6003,0,2,10.93940367,32,11.15488082,2,5,12,8.109224953089955
1,0,1,1,1,0,1,221,1,7934,0,3,16.8897655,47,1.406119551,0,14,8,7.569927655242652
3,1,0,2,2,0,1,55,1,2084,1,5,0.024463533,50,5.46467964,0,9,12,7.836369760545124
3,0,0,0,2,2,2,210,2,68,2,4,18.31521672,11,13.10983139,1,11,15,7.081708586105575
0,1,2,3,2,0,1,107,3,1525,3,5,5.940028961,22,12.83350123,0,3,4,7.930565854233965
1,0,1,1,2,0,0,180,2,4046,0,2,23.17911367,1,7.407485624,2,11,15,7.66105638236183
1,0,0,3,1,2,0,138,0,15,2,7,1.453925227,38,6.506993935,1,10,2,7.68937110752969
0,0,3,3,2,2,1,172,2,82,2,3,22.9770968,2,0.314249246,1,10,7,6.877296071497429
1,0,2,3,0,1,1,228,0,1079,2,7,9.279983076,23,6.521004074,0,3,3,7.8160138391590275
1,0,1,1,0,1,0,241,0,1086,3,7,4.330185423,27,18.75101916,2,12,6,7.6838639802564295
2,1,1,0,2,2,0,147,0,15,0,1,19.62386176,2,6.726216715,0,11,3,7.509883061154913
0,1,2,1,0,2,2,271,1,58,0,5,0.776774624,39,1.811500935,1,12,7,7.602900462204755
0,1,3,1,3,0,1,146,1,3655,0,2,20.04140796,25,10.62233051,2,12,8,7.720461694599722
1,0,0,2,0,1,1,220,3,7,1,7,13.87778445,5,23.29961723,2,8,10,8.085794701281568
3,1,0,2,3,0,2,268,2,8315,2,5,23.22096238,43,2.098237677,1,10,3,8.145549631783584
0,1,1,2,0,2,0,138,3,12,2,3,17.75841866,13,21.59240266,0,2,3,7.85979918056211
3,0,2,2,2,2,1,254,1,40,2,2,8.573388823,32,21.09142097,2,7,0,7.105786129481271
1,1,0,0,0,2,1,53,0,21,0,5,4.741167419,49,14.7540743,1,15,6,8.163940954755008
0,1,3,2,3,0,0,211,1,1118,3,1,13.30846711,24,23.3424389,0,3,0,7.00669522683704
2,1,3,2,2,0,0,215,1,5487,0,4,9.840522652,11,2.480087381,1,14,5,7.364547014255642
3,1,1,1,0,2,2,240,1,52,3,6,6.771630749,2,20.98258787,2,1,3,6.7226297948554485
0,1,3,0,3,2,2,69,0,62,2,7,12.09910141,41,23.30130705,1,5,5,7.744569809354496
2,1,2,3,1,1,2,184,1,1534,1,6,9.98508997,37,10.91363347,0,15,2,7.68017564043659
0,0,2,3,3,1,2,238,2,1651,2,5,19.34343047,34,1.411217359,2,9,3,7.217443431696533
1,0,3,3,0,0,0,63,0,2881,2,3,14.2220469,49,17.04182381,2,2,14,7.925157512224703
3,0,0,1,3,0,2,167,2,1708,1,4,10.24000147,34,8.411349354,1,14,3,7.549082710812286
0,0,3,1,0,0,2,173,2,6327,3,5,12.25067283,20,23.30238178,0,14,15,8.101980731853192
0,1,0,1,3,1,2,133,3,923,3,2,3.674964742,39,15.17293424,2,4,1,7.88758403166028
0,0,3,1,1,0,1,109,0,2679,3,5,12.28827199,46,16.09142491,2,0,6,7.562161631225652
3,0,1,2,1,1,1,278,1,1862,2,5,0.260592196,45,6.650350146,0,7,9,7.346010209913293
1,0,0,0,0,0,1,139,2,9661,1,2,9.291320041,35,14.58538125,0,13,14,8.470730317005897
2,0,2,2,0,0,2,193,0,2131,2,1,6.486734114,37,20.56689047,0,10,6,7.877397186353287
1,0,0,0,0,1,0,240,2,1848,3,5,3.573012877,8,8.583342742,1,15,10,7.602900462204755
0,1,2,3,3,1,0,264,3,1084,1,4,15.19064395,40,9.55010033,2,6,12,8.027802848370312
1,0,1,3,2,1,2,224,2,1337,1,5,6.434714436,3,4.277555759,0,9,5,7.352441100243583
2,1,1,1,3,0,2,91,0,3909,1,3,1.420322016,19,5.188986404,2,6,5,8.297792626380861
3,0,2,1,2,2,2,220,3,19,1,7,12.1186781,49,23.04165696,1,3,12,7.939871576361883
2,1,3,3,1,2,2,161,3,76,0,1,22.10433711,37,6.364043276,0,5,14,7.942717540573791
0,0,1,1,2,0,1,63,1,6305,0,3,1.582252338,41,0.298901843,2,3,11,7.699842407396986
1,0,3,0,1,0,2,287,3,8163,3,4,5.656706892,18,12.34065916,0,8,2,8.206037762778815
2,1,2,3,3,1,0,181,0,951,0,6,12.78859773,13,11.7587045,0,10,5,7.8252452914317745
2,0,1,0,0,1,1,147,2,184,1,3,12.44552588,3,10.07780738,2,13,0,7.322510433997394
2,1,0,1,3,2,2,129,2,83,3,5,0.871360948,28,0.727712207,0,3,9,7.401231264413015
2,0,1,1,2,0,0,92,2,3938,2,6,1.389504932,33,18.92829679,2,7,7,7.379008127628304
1,0,3,0,1,0,1,294,1,6990,2,5,9.197744546,3,17.65652646,2,2,8,8.195609567288775
1,0,3,3,2,0,1,285,3,3021,0,5,18.14168013,30,12.77939718,2,11,13,8.185628891147607
1,0,0,1,2,0,0,281,1,1713,1,5,9.350181082,11,14.62344661,1,5,14,7.62657020629066
1,0,1,0,3,2,2,215,3,32,2,3,9.561219274,21,17.34544125,2,10,15,7.864419904994565
1,1,3,3,2,2,0,195,2,99,3,7,12.21047023,49,22.12176601,2,4,9,7.534762657037537
0,1,2,2,1,2,1,51,0,25,3,5,11.66371178,14,6.072765951,2,15,13,7.450660796211539
3,0,1,3,3,2,1,234,1,79,2,1,2.022158,49,7.363084702,0,10,2,7.140453043101158
0,1,1,0,1,1,1,92,0,79,1,5,12.08272542,31,5.122791396,2,13,5,7.572502985020384
2,0,0,2,2,1,1,205,3,158,0,3,2.109989652,40,13.61444275,2,4,0,8.022568946988255
3,0,2,1,2,1,0,169,2,1630,1,4,23.84599724,13,13.33961813,2,15,4,7.183111701743281
2,0,1,3,3,0,2,82,3,7961,2,5,14.41511408,36,10.03177666,0,6,11,7.880048200971577
3,1,0,2,3,1,2,111,2,1948,0,6,4.713176848,45,22.46918551,0,7,12,7.843064016692054
0,0,2,3,0,1,0,299,1,762,3,5,0.77731543,49,1.017803364,2,13,0,7.356279876550748
1,0,2,3,3,1,0,256,1,1557,0,6,0.664006065,22,14.46444765,2,1,8,7.409741954080923
3,1,2,0,2,2,2,232,1,79,1,1,15.79360483,44,12.52844619,1,9,14,7.024649030453636
2,0,3,1,2,2,2,168,3,46,0,2,17.86771675,1,4.116489098,2,13,8,7.5678626054638825
0,1,0,2,2,1,2,171,3,895,0,5,20.46989119,33,11.24985153,0,14,4,8.154212694914229
3,0,3,1,2,0,2,139,1,7196,1,4,18.04396322,20,13.49118532,1,0,9,8.00603417874901
0,0,0,3,0,2,1,76,3,11,0,6,15.9876001,39,11.89932311,1,0,6,7.954372272531867
1,1,3,0,2,2,1,90,3,29,2,6,8.091227091,2,16.77905248,0,7,5,8.072779333169498
3,0,2,2,3,0,0,123,3,9900,3,6,14.94906826,8,4.867336148,1,7,11,8.5016733797582
0,0,3,0,1,2,2,139,0,46,1,6,0.204664778,15,11.38964303,1,7,14,7.389563953677635
1,1,2,3,2,0,0,249,1,5530,2,6,17.21291184,2,6.920632694,0,1,5,7.9676267393338165
0,0,0,3,3,1,1,254,1,456,1,2,10.75374871,26,3.429928272,2,6,11,7.148345743900068
3,1,0,2,3,2,1,91,3,90,2,6,2.867322297,31,16.09629416,1,6,2,7.886457270977689
3,0,1,2,2,2,1,209,1,57,0,3,21.97071115,39,18.74299546,1,9,7,7.203405521083095
3,1,3,1,1,2,0,260,2,87,0,3,15.52982364,32,12.15432356,0,11,11,7.237059026124737
1,1,2,0,1,2,2,80,0,62,0,7,23.23569894,8,6.993772125,1,14,15,7.8050670442584895
3,1,1,0,3,1,0,275,2,1490,0,3,5.728653875,31,6.356826873,1,5,0,7.517520850603031
1,1,2,2,3,0,2,249,1,5613,1,6,1.271632896,46,3.98559243,1,5,12,7.705262474866325
1,1,0,2,2,2,2,131,0,15,3,1,20.52086208,29,2.940891323,1,9,13,7.637716432664798
1,0,2,1,0,2,2,50,3,41,3,4,15.68926882,0,10.89230278,1,0,6,7.580189417944541
3,1,1,3,3,2,2,167,3,39,3,6,14.7454487,26,16.12771179,1,5,2,7.753623546559746
1,1,2,1,1,0,0,262,2,7894,1,3,15.02716728,44,17.26379285,0,8,8,7.400620577371135
3,0,0,2,0,2,1,167,3,50,1,3,6.144000247,19,0.162161187,2,7,1,7.856319571406588
0,1,2,2,2,2,0,257,1,44,0,6,15.78506809,43,4.470899586,2,8,6,7.504391559161238
1,1,1,1,0,1,1,207,3,1418,2,4,4.48012822,38,16.65589439,0,5,13,8.28045768658256
3,0,3,2,0,1,0,122,2,525,3,1,9.205402261,41,6.134944364,0,10,4,7.267525427828172
3,1,2,1,3,2,1,273,1,37,3,4,17.72887457,37,10.56731655,1,12,0,7.163946684342547
0,1,0,3,1,2,2,140,2,30,1,2,11.37983906,21,9.151480995,2,4,1,7.051855622955894
3,0,3,3,3,1,0,289,2,1059,0,7,17.0993559,9,4.458498336,1,6,14,7.364547014255642
0,0,0,2,3,0,0,184,3,5069,1,2,12.71301538,45,21.06997968,1,14,9,8.116118431609365
0,1,3,3,3,0,1,260,0,9714,3,3,13.65992823,39,21.60647588,2,5,6,8.380685946761574
1,0,1,3,3,0,2,267,2,4768,1,1,12.76340204,16,4.990524218,1,7,8,8.176391596633795
2,1,0,0,3,2,1,79,3,5,1,2,11.27400559,5,10.2953387,1,15,4,7.904703913873747
0,0,3,3,3,0,0,206,2,9913,0,7,23.64227025,34,9.318957152,1,15,4,8.462948176563842
2,1,0,1,1,0,2,175,0,9757,1,3,21.52490299,38,19.07125889,0,8,5,8.465268118551318
0,1,1,3,3,2,2,259,2,69,2,6,18.79279694,2,4.281288264,2,10,9,7.232733136177615
3,1,0,1,1,0,0,62,0,3294,2,5,13.53233406,26,12.77352538,1,9,3,7.70210434005105
2,0,3,2,3,1,0,144,3,492,3,5,20.59165697,16,4.888294037,2,9,7,7.643003635560718
3,1,0,2,1,0,1,229,2,7379,2,2,13.07247023,31,11.25975221,0,10,2,7.338238150065589
2,0,1,0,0,2,1,116,1,10,2,6,3.43942761,8,5.483164219,0,0,10,6.967909201801884
2,1,0,3,1,2,2,172,1,9,2,2,9.394465518,42,22.34993571,2,4,0,7.210079628170788
0,0,0,1,2,2,0,81,2,9,0,5,11.89689201,0,22.39021303,2,10,13,7.057897937411856
3,1,3,1,2,1,0,299,3,520,2,5,21.48382146,45,2.660120855,1,0,7,7.923348211930154
1,1,2,2,3,2,0,214,1,88,3,2,1.58678332,27,15.84019146,0,4,10,6.97914527506881
0,1,2,1,3,1,0,111,3,650,3,5,19.37007382,48,11.18703136,0,15,15,7.943782692458625
0,0,0,1,3,2,2,263,2,56,3,1,7.550539804,18,6.251614964,1,14,15,7.1569563646156364
1,0,1,3,0,1,1,233,2,431,0,6,1.943493343,36,2.788758005,1,8,11,7.80994708647679
2,0,3,1,3,2,2,271,1,36,0,6,19.91257434,20,4.777170278,2,14,12,7.43307534889858
0,1,3,3,0,1,0,286,1,639,1,7,3.733049067,25,20.75992049,2,15,5,7.644919344958857
1,1,0,2,1,0,0,274,3,8026,2,6,6.946058714,15,13.44599208,1,3,10,8.606302366488013
3,0,1,3,1,0,0,180,3,7116,3,1,8.938541179,34,21.92140067,0,7,14,7.957877358489813
3,0,2,3,1,1,2,202,0,1505,3,4,4.19064573,47,18.41110597,2,5,0,7.382746449738912
2,1,3,3,3,0,0,287,0,9565,1,7,18.50119129,22,10.54553707,2,0,10,7.748460023899697
1,0,2,0,0,1,2,113,3,574,0,6,6.406497243,18,9.39996611,0,0,5,8.068402958569699
3,0,2,2,3,0,0,279,2,9592,1,3,19.68971873,20,9.485799155,2,7,6,8.18646442942209
0,1,0,1,2,2,0,211,3,91,2,5,13.83998161,19,21.55660127,2,5,10,7.820439515262181
3,1,2,3,3,2,0,189,1,95,0,5,15.51765752,40,12.26912979,2,10,1,7.394493107219038
3,1,3,2,1,2,2,239,0,60,3,6,7.118135842,40,18.54892196,2,0,15,7.403670290012373
2,0,2,0,3,1,2,155,2,1758,2,3,17.06606284,27,10.27417866,2,13,15,7.243512974665482
3,0,2,0,0,1,0,190,3,1343,0,4,13.53216605,14,9.845700736,2,12,1,7.796880342783522
2,1,0,1,0,2,0,110,3,27,0,4,13.65515438,2,23.14049905,1,5,8,7.91862865334224
2,0,0,1,3,2,1,238,0,77,3,2,19.61743938,47,12.87515468,0,0,3,7.616775808698373
3,0,3,2,3,1,1,111,0,436,3,6,15.53315125,42,3.362732977,1,6,7,7.549082710812286
2,1,0,0,0,1,1,155,0,548,0,6,20.11396806,18,12.51054338,1,1,2,8.02322468471667
0,0,0,2,1,2,2,127,3,15,2,6,10.8240983,19,10.69378231,2,4,9,7.653494909661253
1,0,1,2,3,0,2,153,3,7069,2,2,6.129682719,14,7.516338341,2,11,12,8.434897948689407
0,1,0,1,3,2,1,56,1,68,1,2,17.36710525,44,5.341952279,0,8,13,7.203405521083095
3,1,3,2,0,1,2,91,0,1939,3,2,4.162374662,7,2.224408606,2,14,12,7.571473648851271
2,0,0,0,1,1,1,289,2,2000,0,1,15.2489553,31,15.59097211,2,15,4,7.497207223203318
2,0,2,2,3,1,2,161,1,1772,2,7,15.01504775,15,21.43536827,0,2,13,7.284134806195205
2,1,0,1,2,1,2,156,3,272,1,4,3.019392536,28,21.41362835,1,11,11,8.03268487596762
2,0,3,1,2,0,2,289,2,4472,1,2,9.363410375,47,2.678347456,1,3,11,7.885329239273191
0,1,3,3,2,0,2,180,1,8102,0,1,16.87599352,33,23.27101573,1,0,3,8.327242607457793
3,1,2,2,3,1,2,187,3,363,0,7,13.37747632,12,19.75062676,1,8,2,7.867105500316739
2,1,0,3,3,2,1,124,3,10,0,1,13.24753261,34,16.39495377,2,10,4,8.027802848370312
2,1,3,2,1,0,1,226,0,2921,2,1,14.33442393,11,4.53243928,2,1,4,7.21081845347222
2,1,1,2,2,0,1,142,2,692,3,1,14.72563751,41,1.491459083,1,15,12,7.696667081526462
0,1,0,0,1,1,1,265,1,1578,0,5,19.45620701,6,21.34529834,1,13,14,7.503289630675082
0,0,0,0,1,0,2,68,2,8228,3,1,12.42116222,26,21.35415889,1,2,2,7.945909598613133
3,1,0,3,0,1,2,123,2,44,1,4,2.103896614,32,4.507812385,2,10,2,7.5411524551363085
1,1,3,3,0,0,0,187,0,3682,2,5,18.00065429,47,17.63716473,0,4,2,8.268731832117737
1,1,1,1,1,1,2,132,2,480,1,2,2.797534776,38,16.83849245,2,13,1,7.475905969367397
2,1,2,3,3,1,2,292,2,382,3,6,3.223909529,43,6.733324373,1,1,15,7.454719949364001
2,1,1,3,0,0,1,78,3,8121,3,1,8.734028804,20,16.84107632,2,15,2,8.560444233410552
2,0,2,2,1,2,2,93,1,99,3,4,15.25238768,38,7.182486444,1,6,14,6.838405200847344
3,1,1,2,0,2,2,106,0,20,1,1,18.62639301,37,13.28705903,0,14,0,7.692113339595466
0,0,0,1,0,1,0,140,3,242,1,3,20.23435232,41,4.230705673,1,6,4,7.905072849498666
1,0,3,1,0,1,1,135,3,1554,2,6,16.58538542,23,19.19515487,2,9,8,8.048149101665201
0,1,3,0,3,0,0,263,3,138,2,5,9.330339647,26,13.79124481,0,15,15,7.962415680121064
2,1,3,0,2,2,2,138,3,65,0,3,16.10896402,7,6.041621927,2,11,5,7.962415680121064
2,0,0,3,1,1,1,190,0,511,1,5,8.516802781,21,5.056372625,1,0,6,7.51425465281641
0,0,0,3,2,2,0,292,2,26,2,2,12.41103964,31,16.49519822,2,8,1,7.0967213784947605
3,1,0,3,3,1,1,145,1,1040,3,7,20.26374944,45,19.35166632,0,1,0,7.365180126021013
2,0,2,1,1,0,0,60,1,5624,0,6,8.151240871,9,21.43163168,2,15,15,7.609862200913554
3,0,1,2,1,0,1,134,2,556,1,7,22.78042364,32,5.243127848,0,3,10,7.502738210754851
2,1,3,2,3,1,1,164,2,656,1,2,4.528945845,27,4.337380945,0,9,7,7.3901814282264295
1,1,3,2,2,2,0,214,3,1,0,7,17.86001475,21,5.920231403,2,7,9,8.31164394850298
2,1,2,1,3,0,2,212,3,4476,2,2,7.940638593,28,5.196097274,0,2,7,8.268988209506656
0,0,1,3,3,1,0,118,1,1073,2,1,14.64727268,42,15.84493175,1,9,2,6.893656354602635
3,1,0,0,2,2,2,153,3,13,1,4,21.27269863,16,21.0013813,0,0,9,7.822044008185619
3,0,0,0,0,1,0,290,3,784,1,2,14.30391583,43,13.01171268,1,15,10,7.890582534656536
2,0,3,3,1,2,0,249,2,17,2,3,0.803946454,34,18.87622757,1,10,1,7.149131598557407
3,1,3,3,1,1,2,94,2,7,2,4,20.04686864,23,4.996501398,0,3,14,6.876264611890766
2,0,2,0,2,2,2,79,1,67,1,1,10.9207627,47,21.33217832,1,2,2,7.109062135687172
3,0,2,0,0,0,2,137,0,4406,3,5,17.93977649,27,14.79098664,0,10,10,7.842671474979457
1,0,1,2,3,1,1,147,1,822,1,1,13.69471403,50,15.05587937,2,13,11,7.406103381237015
0,0,0,0,0,1,0,54,1,1332,3,3,18.63970456,17,12.41130106,1,0,5,6.606650186198215
0,1,3,3,2,1,2,194,3,1996,1,2,19.16495428,7,17.07132547,1,10,14,7.784889295655098
2,1,3,2,0,0,2,138,3,9883,2,5,21.63642179,27,16.90429075,0,14,0,8.926783114101351
2,1,0,0,0,2,0,234,1,48,2,6,0.025389654,1,4.305169478,0,12,3,7.372118028337787
2,0,1,1,2,1,2,64,1,658,0,4,18.14211194,28,13.98546441,1,9,11,7.165493475060845
1,1,1,1,1,1,0,162,3,360,0,6,11.88207701,31,9.731248434,1,13,5,8.220672170297252
2,0,3,2,2,0,2,198,0,8422,2,6,8.761402775,5,13.95466368,2,0,10,8.19863945529737
1,1,0,0,1,2,2,289,2,44,0,5,20.92949428,11,8.77925727,1,13,14,7.68662133494462
0,0,3,1,3,2,2,226,0,47,1,6,12.47683432,46,14.01257866,1,8,12,7.590346945602565
3,1,1,1,3,0,1,210,1,9939,0,3,6.317451623,21,14.23480973,2,8,15,8.174421152646497
3,1,0,2,0,0,1,152,1,8279,1,4,3.244796507,24,22.72347406,2,12,5,8.044626279767337
3,1,0,0,1,1,0,278,2,1572,2,4,6.824862547,13,19.1853298,0,1,5,7.116394144093465
2,1,3,1,1,2,0,192,1,68,0,5,5.090856418,7,5.824534059,2,2,8,7.071573364211532
2,1,1,3,0,2,0,192,1,69,2,5,16.3843673,6,6.300276375,2,4,10,7.1770187659099
0,1,3,3,3,0,1,67,0,9868,3,3,21.42586944,42,2.644947068,0,6,6,8.636574948436317
3,0,0,3,2,2,0,258,2,88,3,6,17.86027574,6,13.44278914,0,12,12,6.993932975223189
0,0,0,0,2,1,0,89,0,1923,2,3,13.56453327,29,10.48152623,0,8,12,7.382746449738912
3,0,2,0,2,2,2,73,2,11,1,2,22.41275224,43,13.90346136,1,10,15,7.1846291527173145
0,0,2,2,1,2,2,79,3,11,1,3,6.151568847,23,3.838107015,0,12,6,7.643482907077201
3,0,2,3,3,2,2,243,1,88,3,6,10.61895605,13,0.312900082,2,7,10,6.8885724595653635
1,1,0,0,0,0,0,127,1,8554,0,3,8.401601403,36,12.9091051,2,8,3,8.214465160759186
1,0,1,0,0,1,0,171,2,1961,0,3,9.417710205,20,1.110233295,2,13,2,7.569927655242652
3,1,1,0,1,2,0,274,1,47,0,5,0.382122957,29,13.73020281,1,15,9,7.45876269238096
2,0,1,3,0,2,0,70,3,84,0,4,4.369000871,46,22.78885557,2,0,7,7.886457270977689
0,1,1,1,2,1,0,233,0,1852,2,5,14.70745394,31,12.22457149,1,0,3,7.610357618312838
2,0,0,3,0,0,1,156,0,9500,0,5,18.23165024,19,5.071034111,0,2,12,7.79770203551669
1,0,2,2,2,0,2,285,3,3542,0,6,23.84420408,25,20.8938431,1,9,10,8.322880021769905
2,0,1,3,1,2,2,160,1,16,2,1,19.52957804,24,9.824917138,1,6,13,6.807934943699926
2,1,1,1,3,1,0,220,2,804,0,4,14.68297738,10,11.59690733,1,9,7,7.3914152346753585
3,1,3,2,1,0,2,210,3,1883,1,3,9.783448342,36,11.51438663,0,9,8,8.035278911144667
2,1,0,2,0,2,1,103,0,65,1,5,18.66461624,37,9.994697389,0,5,14,8.000349495324684
1,0,1,2,3,1,2,99,0,540,1,1,6.015406497,7,16.38945466,0,0,2,7.138073034044347
0,0,3,2,1,1,0,215,2,851,2,3,16.95400734,44,5.247327619,1,3,10,7.0967213784947605
2,1,1,1,1,2,2,192,0,36,3,2,7.40427099,38,11.92296671,2,1,0,7.470793774195062
3,0,2,2,2,1,2,130,1,568,1,3,4.169835597,34,15.58164857,0,10,1,7.133295954896068
1,0,2,3,3,1,0,173,2,792,3,2,13.68903063,50,15.59361807,0,5,8,7.491645473605133
0,1,0,0,3,0,2,204,0,8119,2,3,6.441388135,46,14.67086812,1,12,7,8.42726848388825
0,1,0,0,1,0,1,200,2,6674,0,2,14.34149476,13,1.330343188,2,10,6,7.07326971745971
0,1,0,1,3,1,0,63,3,689,0,6,18.26480697,50,22.61868761,0,5,6,8.10711747075039
0,0,0,0,1,0,2,138,0,375,0,5,22.50268596,12,20.88892476,1,6,8,7.541683099882111
3,0,2,3,1,1,0,50,3,1265,0,6,23.22428585,43,21.10892218,1,9,5,7.789040401657477
1,1,0,1,2,1,1,114,1,359,0,7,17.20850462,36,1.043865492,1,9,0,7.831617276352611
3,0,3,0,3,0,0,132,2,498,0,2,8.967861288,45,20.08716676,0,11,0,7.358830898342354
0,1,3,0,2,2,1,189,0,8,1,3,21.93405051,25,7.903865436,1,2,12,7.52131798019924
2,1,0,2,0,2,2,154,2,77,1,3,23.4478677,50,2.389403248,2,5,9,7.700747794511798
2,0,2,3,3,2,1,217,0,10,0,1,11.76122768,47,19.82182267,1,11,0,7.644919344958857
0,0,2,1,3,1,2,105,1,1868,2,3,23.69729144,26,13.12323085,1,0,12,6.911747300251674
1,1,3,3,0,0,0,91,1,437,2,6,6.164103397,42,5.907416014,2,9,7,7.60339933974067
2,0,1,3,0,2,0,144,3,67,2,7,15.63635655,9,16.76590525,0,15,2,7.899524472032198
2,1,1,3,1,1,0,237,0,1584,3,7,23.94974233,24,23.76608258,2,13,14,7.51425465281641
0,0,0,0,1,1,1,291,3,1423,2,6,14.95064189,48,18.09068753,1,1,8,7.937731775260109
3,1,0,0,3,2,2,121,3,17,3,7,10.65230278,47,9.399239623,1,7,3,7.954723334497908
0,0,3,1,1,1,1,95,1,1947,2,1,21.9601181,46,11.66239662,1,13,0,6.983789965258135
1,1,0,3,3,1,2,195,3,193,3,6,19.35627443,24,14.73751315,1,12,12,8.118802996980035
0,1,1,0,0,2,0,216,3,24,1,1,6.198782676,49,15.92497317,1,15,8,8.042699496897637
2,0,2,3,1,2,0,161,0,76,3,6,12.46626062,0,1.949375423,1,1,3,6.804614520062624
0,0,3,0,0,2,0,299,2,39,3,5,7.190393469,22,8.078209976,2,5,0,7.163946684342547
1,0,3,1,3,2,2,62,1,13,0,7,22.2696701,18,8.993428339,1,9,9,7.455298485683291
3,0,0,2,1,1,1,63,0,615,0,5,15.81746408,0,6.8151288,1,9,5,7.2868764117507
3,0,1,3,0,0,1,251,1,5189,1,4,0.47711783,3,22.0179203,1,2,7,7.75190533307861
1,1,3,2,3,1,1,285,1,1863,0,3,6.155145855,42,23.2236383,1,9,0,7.659642954564682
1,0,3,3,0,0,1,126,0,8536,2,6,14.76250287,0,13.19774777,1,0,11,8.303504798872783
1,0,2,0,0,0,0,178,2,1270,2,3,11.87713752,9,20.27263834,2,11,12,7.489412083508719
3,1,1,3,0,1,2,286,1,1267,0,4,1.82701851,20,12.10267066,2,14,14,7.515344571180436
0,0,1,0,0,0,1,115,2,2081,3,3,2.97215223,29,15.75331761,1,1,5,7.422971251049421
3,0,1,1,0,2,0,90,3,94,0,2,3.00726108,19,20.82662608,0,7,15,7.7039102096163115
1,1,3,0,3,0,1,174,1,9616,3,3,16.71171869,28,6.506702357,0,2,9,8.372629740224884
0,0,1,2,3,2,0,160,2,29,0,1,6.846823367,28,8.223811948,2,11,9,7.023758954738443
3,1,1,2,1,1,0,264,3,97,2,4,15.34117862,11,21.8780879,2,9,15,7.549609165154532
2,0,1,0,2,1,0,286,0,1621,1,1,17.97879263,37,22.8630878,2,12,11,7.53955882930103
1,1,2,2,0,0,1,252,3,2845,2,4,23.57532868,30,0.018224434,2,3,4,8.416709652837914
2,1,1,2,0,2,1,66,0,40,2,4,14.98424719,50,14.95758097,1,13,8,7.975564658495202
3,1,1,0,1,2,1,81,2,16,1,2,20.86639377,17,4.45210317,1,12,14,6.875232087276577
3,0,3,1,2,0,2,257,3,427,3,6,4.489993983,11,0.039818749,2,8,9,7.478169694159785
0,0,0,3,3,0,0,227,2,9681,3,2,9.082313133,46,19.87059041,1,6,14,7.949444420250626
1,0,0,2,0,0,1,156,1,8152,1,3,16.47041265,16,5.799685337,0,9,5,8.212568398234145
1,1,1,2,2,1,1,165,3,604,3,2,16.03489665,40,8.898915091,1,6,2,8.174702882469461
0,0,1,2,1,2,2,88,2,4,0,6,1.317019986,22,3.349021605,1,6,8,7.29505641646263
1,1,3,3,1,0,1,177,1,933,0,5,16.48822106,30,23.01358723,1,12,11,7.724888439323074
3,1,2,2,0,0,2,128,3,2593,1,2,10.69563769,34,1.723585699,2,3,8,8.11312710422178
1,1,2,1,0,1,0,150,2,1032,3,4,22.58607434,23,21.16775772,0,14,2,7.5406215286571525
1,0,1,2,1,2,2,232,1,98,2,6,7.82753446,36,10.21028588,2,1,13,7.176254532017144
3,1,2,0,3,2,0,73,1,53,0,2,3.284210272,6,23.78493656,2,9,7,6.428105272684596
3,1,1,1,0,2,1,299,2,70,0,6,3.796798025,46,16.61493269,2,6,8,7.838737559599282
0,1,2,2,2,1,2,145,2,705,1,3,16.26388642,20,2.322870696,1,12,1,7.340186835320115
1,0,1,1,3,1,0,68,1,614,1,5,2.490245695,17,6.328578764,0,8,3,7.1204443723924875
1,1,3,1,1,1,1,50,0,1530,2,6,3.997552962,15,15.50445169,0,9,12,7.57095858316901
1,1,1,2,1,2,0,293,1,75,2,5,8.569931881,41,21.5122437,1,2,0,7.354362330421477
1,1,2,3,3,2,2,211,0,14,2,6,21.86253185,34,15.1866352,0,7,3,7.939515260662406
0,1,1,1,2,2,1,113,2,72,2,7,23.27775943,18,4.23862299,2,13,2,7.44600149832412
2,1,0,3,2,2,0,215,2,4,2,5,15.90174051,43,3.514845693,0,10,1,7.677400430514807
2,0,1,3,3,2,0,209,2,88,3,1,17.71358147,17,0.030389184,0,11,0,7.20934025660291
3,0,3,1,3,2,2,157,2,63,3,2,18.42660264,48,22.68811841,2,4,13,7.115582126184454
3,1,2,2,0,1,1,52,3,680,1,7,13.76112311,33,1.262603916,1,15,10,8.109826276018477
3,1,0,3,2,1,2,118,0,1444,3,1,7.788072021,42,3.057236527,2,6,7,7.599901959208498
2,0,1,1,1,1,0,244,2,1787,3,2,11.36508142,24,20.9242485,2,4,12,6.891625897052253
